seq_id,seq_type,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,R_51,R_52,R_53,R_54,R_55,R_56,R_57,R_58,R_59,R_60,R_61,R_62,R_63,R_64,R_65,R_66,R_67,R_68,R_69,R_70,R_71,R_72,R_73,R_74,R_75,R_76,R_77,R_78,R_79,R_80,R_81,R_82,R_83,R_84,R_85,R_86,R_87,R_88,R_89,R_90,R_91,R_92,R_93,R_94,R_95,R_96,R_97,R_98,R_99,R_100,R_101,R_102,R_103,R_104,R_105,R_106,R_107,R_108,R_109,R_110,R_111,R_112,R_113,R_114,R_115,R_116,R_117,R_118,R_119,R_120,R_121,R_122,R_123,R_124,R_125,R_126,R_127,R_128,R_129,R_130,R_131,R_132,R_133,R_134,R_135,R_136,R_137,R_138,R_139,R_140,R_141,R_142,R_143,R_144,R_145,R_146,R_147,R_148,R_149,R_150,R_151,R_152,R_153,R_154,R_155,R_156,R_157,R_158,R_159,R_160,R_161,R_162,R_163,R_164,R_165,R_166,R_167,R_168,R_169,R_170,R_171,R_172,R_173,R_174,R_175,R_176,R_177,R_178,R_179,R_180,R_181
pair_0883_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0689,,-0.0002,0.0056,,,,,,,,,,,,,,,,,0.7318,-0.0006,0.6234,,0.2285,-0.0019,-0.0002,-0.0004,0.288,-0.0066,0.5534,0.3816,0.2297,0.6796,-0.0,-0.0038,,,,,,,,,,,,,,,,0.1879,,-0.0004,-0.0863,-0.1182,0.1734,,-0.0006,,,0.7256,,0.9385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6738,-0.0019,,-0.0002,0.6954,0.691,,,,,,,,,,,,,,,,,
pair_0891_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0127,,,-0.0032,,,-0.0019,0.4692,0.2107,0.1239,0.2082,,,,,,,,,,,,,,,,,,,0.2756,,0.0375,,,,0.0938,0.3847,0.356,,,,,0.0842,,,,,,,,,,,,,,-0.012,,0.236,,,,,-0.0002,-0.0,-0.186,-0.0,,-0.0566,,-0.0002,,,,,,,,,,,,,,,,,,,-0.0317,,,,-0.0172,,,,,,,,,,,,,,,0.0551,,,0.1912,0.1904,,-0.0,-0.0109,-0.0002,,,-0.0047,,,,,,,,,,
pair_0908_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0352,,,-0.0673,0.4223,-0.0,0.2277,-0.0547,,,,,,,,,,,,,,,,,-0.4062,,-0.3637,,-0.0039,,,,-0.0028,-0.0019,0.0749,0.1356,-0.2045,-0.3379,-0.0066,-0.4389,,,,,,,,,,,,,,,,-0.3271,,-0.1969,-0.2478,-0.379,,,0.1198,-0.0014,-0.0,0.5015,,-0.0663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056,,,0.5896,0.1016,,,0.0995,,,,,,,,,,,,,,
pair_0932_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,,-0.0012,0.1454,0.2183,-0.1381,,,,,,,,,,,,,,,,,-0.4225,,-0.3306,,0.6012,,,,0.0762,-0.0593,0.2278,,,,,-0.0689,,,,,,,,,,,,,,,,0.1855,,,,,-0.0607,-0.0535,-0.1727,-0.0127,-0.0039,0.2945,,-0.1416,,,,,,,,,,,,,,,,,,,,,,,0.0127,-0.0032,-0.0047,-0.0141,,,-0.0019,,,,-0.0047,-0.282,-0.0127,-0.0127,0.0312,0.1991,,,0.0002,0.0,,,,,,,,,,,,,,,,,
pair_0940_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0375,,,,-0.0377,0.0002,0.001,-0.1758,,,-0.0,,,,,,,,,,,,,,-0.4307,,-0.457,,0.3235,,,,-0.0001,-0.0028,0.3453,-0.0001,-0.0086,0.4848,,0.075,,,,,,,,,,,,,,0.3347,,0.1788,,,-0.0066,-0.0113,0.0499,-0.0056,0.1069,-0.4064,-0.3379,0.1513,,,,,,,,,,,,,,,,,,,,,,,,,0.5189,,-0.0,-0.0,,,,,,,,-0.0102,,,0.2083,0.6291,,,0.4472,,,,,,,,,,,,,,,,,,
pair_0974_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066,,0.8672,0.2626,,,,,,,,,,,,,,,,,,,0.507,,0.0588,,,,0.1727,0.0006,0.4974,0.3233,0.1405,-0.0981,-0.0032,0.2256,,,,,,,,,,,,,,,,-0.064,-0.1488,-0.0844,-0.0244,-0.0039,-0.0666,,0.2166,-0.6291,-0.5256,0.2037,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,,,,,,,,,,,,,-0.0,0.0113,,,,0.0002,,,,,,,,,,,,,,,,,
pair_0977_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0113,0.0,-0.0207,0.1056,,,,,,,,,,,,,,,,,,,0.2562,,0.64,,,,0.0267,-0.1057,0.2516,0.0,0.2062,0.3066,-0.0082,0.0111,,,,,,,,,,,,,,,,0.3989,-0.0281,-0.0171,-0.0207,-0.0047,0.3795,-0.0225,0.0172,-0.0506,-0.0207,0.3291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,-0.0,,,-0.1594,-0.0031,,-0.0066,0.1663,0.0156,,,,,,,,,,,,,,,,,
pair_1011_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.0591,-0.0,0.7706,0.0719,,,,,,,,,,,,,,,,,-0.0006,,-0.0264,-0.0,0.0488,,,,0.1699,0.0081,0.1791,-0.0207,-0.0535,-0.136,,-0.0113,,,,,,,,,,,,,,,,-0.0025,,,,-0.0019,-0.1969,0.0873,-0.2067,,,-0.64,,-0.0689,,,,,,,,,,,,,,,,,,,-0.0938,,,,-0.0,,,-0.0352,-0.001,,,,,,,,,,0.0488,0.0,,,0.745,0.0006,,,0.0003,,,,,,,,,,,,,,
pair_1023_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0686,-0.001,0.7436,0.3985,,,,,,,,,,,,,,,,,0.0657,,0.1181,,0.5518,,,,0.0615,-0.1609,-0.1051,,,-0.3675,,0.5077,,,,,,,,,,,,,,,,-0.2139,,,,,-0.2662,-0.0002,-0.3575,-0.2852,,0.087,,0.0006,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,,,,,,,,,,,,-0.0005,-0.3172,,,0.8875,0.3906,,,0.145,,,,,,,,,,,,,,
pair_1102_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,-0.0004,,0.1677,0.0352,,,,,,,,,,,,,,,,,0.0006,,0.2656,,-0.0025,,,,0.018,0.1132,0.2607,0.0042,-0.0004,0.1787,,0.0006,,,,,,,,,,,,,,,,-0.0746,-0.0002,-0.0056,-0.0006,,0.3376,-0.0,0.0107,-0.5891,-0.63,0.082,,0.0506,,,,,,,,,,,,,,,,,,,,,,,-0.0001,,,,,,,,,,,,,,-0.0029,0.1624,,,0.0925,0.0516,,,-0.0006,,,,,,,,,,,,,,
pair_1313_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,-0.0156,,,-0.0056,,,-0.0047,0.1634,,0.5532,0.0647,,,,,,,,,,,,,,,,,-0.2712,,-0.2071,-0.0014,-0.005,,,,0.0827,0.0539,0.5011,-0.0047,-0.0088,-0.0975,,-0.0564,,,,,,,,,,,,,,-0.0,,-0.032,,,,,-0.1579,-0.116,0.1256,-0.0066,-0.0056,0.415,,0.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1772,,,0.5512,0.4641,,,0.0032,,,,,,,,,,,,,,
pair_1397_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014,0.2125,0.1677,0.5532,,,,,,,,,,,,,,,,,,,0.0172,,0.0977,,,,0.0275,-0.1477,0.0381,,0.0,0.2627,,,,,,,,,,,,,,,,,,0.0272,,,,,0.2258,-0.2862,0.0893,,,0.2025,,0.3452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1531,,,,0.0548,0.2139,,-0.0,,,,,,,,,,,,,,,
pair_1654_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,-0.0002,,,-0.0039,0.2183,-0.0039,0.2264,0.049,,,,,,,,,,,,,,,,,-0.0172,,-0.0534,,0.3164,,,,0.0066,-0.1825,0.0859,,,0.0755,-0.0014,0.2904,,,,,,,,,,,,,,,,-0.1743,,,,,-0.0321,-0.1139,-0.0171,-0.1702,-0.1314,-0.1722,,0.6684,,,,,,,,,,,,,,,,,,,0.0,,,,-0.0003,,,,,,,,,,,,,,-0.0638,0.1742,,,0.4805,0.8327,,,0.685,,,,,,,,,,,,,,
pair_1656_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1754,,,-0.25,0.04,,0.155,0.165,,,,,,,,,,,,,,,,,-0.1545,,0.1097,,0.4144,,,,0.0002,-0.0425,0.1162,,,0.3985,,0.0266,,,,,,,,,,,,,,-0.0,,-0.3411,,,,,0.0602,-0.0189,0.2406,-0.3675,-0.3235,0.0328,,0.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0244,0.2152,,,0.5569,0.2316,,,,,,,,,,,,,,,,,
pair_1658_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,-0.0047,,,-0.0014,0.0025,,0.3235,0.1076,,,,,,,,,,,,,,,,,0.0,,0.165,,0.2957,,,,0.1359,-0.1188,0.3855,-0.0,0.0052,0.3379,,0.6601,,,,,,,,,,,,,,,,-0.05,,,,-0.0004,0.0614,0.105,0.1048,-0.0009,-0.0019,0.0232,,0.1114,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-0.0047,,,,,,,,,,,-0.055,0.1312,,,0.7,0.0791,,,,,,,,,,,,,,,,,
pair_1671_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025,,,-0.0039,-0.0091,0.1625,0.012,0.162,,,,,,,,,,,,,,,,,-0.0036,,0.6006,0.2529,0.2988,,,,0.0044,-0.0047,0.2746,0.0529,0.2196,0.2756,,0.0002,,,,,,,,,,,,,,,,-0.0352,,,,,0.0416,-0.0019,0.0531,-0.1139,-0.1182,0.5111,,0.4261,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-0.0086,,,,0.16,0.1702,,-0.0004,0.0033,,,,,,,,,,,,,,
pair_1679_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0039,,,-0.0056,,,-0.0284,0.2306,-0.0002,0.1329,0.6448,,,,,,,,,,,,,,,,,,,-0.0042,0.0,0.0884,,,,0.0634,-0.0755,0.0217,-0.0379,-0.1078,-0.0544,-0.001,0.2311,,,,,,,,,,,,,,-0.0002,,0.1597,-0.0006,-0.0047,-0.0077,-0.0004,-0.5455,-0.0004,-0.3675,,,-0.1504,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1378,-0.0352,,,0.6604,0.4641,,,,,,,,,,,,,,,,,
pair_1709_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0019,,,,-0.0014,,0.1314,0.2302,,,-0.0002,,,,,,,,,,,,,,0.3546,,0.1944,,0.1097,,,,0.0006,0.0287,0.2274,-0.0,-0.001,0.2592,,0.0225,,,,,,,,,,,,,,,,0.0779,,,-0.0004,-0.001,0.0569,-0.0066,0.2844,-0.1182,-0.0938,0.1914,,0.0002,,,,,,,,,,,,,,,,,,,,,,,0.0352,,,,,,,,,,,,,,0.0215,0.5812,,,0.1525,0.2316,,,,,,,,,,,,,,,,,
pair_1710_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0077,,,-0.1454,-0.0137,0.0937,-0.0213,0.1406,,,,,,,,,,,,,,,,,-0.2795,,0.3306,,0.3525,,,,0.0155,-0.041,0.0907,,,0.0506,,0.0025,,,,,,,,,,,,,,-0.3164,,-0.0355,,,-0.0,,0.0244,-0.0264,0.0721,-0.0425,-0.0329,0.3744,,0.5063,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0008,0.215,,,0.2373,0.3452,,-0.0002,-0.0535,,,,,,,,,,,,,,
pair_1737_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.4394,,,,,,,,,,,,,,,,,,,,,,0.5719,,,,0.0045,-0.1559,0.218,,,,,,,,,,,,,,,,,,,,,0.0002,,,,,-0.0506,-0.0809,0.1199,,,0.65,,0.2082,,,,,,,,,,,,,,,,,,,0.0077,,,,,,,,,,,,,,,-0.0002,,-0.0,-0.064,0.1779,,-0.2376,-0.1006,0.0088,,-0.0113,0.0564,,,,,,,,,,,,,,
pair_1758_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036,,,-0.0,0.0414,0.5138,0.4774,0.3094,,,,,,,,,,,,,,,,,-0.0756,,0.0,0.0066,0.0795,,,,0.075,-0.0381,0.0078,-0.0047,-0.0031,-0.0596,,-0.0977,,,,,,,,,,,,,,,,-0.0306,,,,-0.0047,-0.2132,-0.31,-0.2675,,,-0.62,,-0.0938,,,,,,,,,,,,,,,,,,,-0.0225,,-0.2756,,-0.0004,,,,,,,,,,,,,,-0.0621,0.0432,,,0.3059,0.1646,,-0.0032,-0.0518,,,-0.0,,,,,,,,,,,
pair_1784_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1178,,,,,,,,,,,,,,,,,,0.0004,,,,0.8845,,,,0.009,-0.042,0.4149,,,0.0006,,0.01,,,,,,,,,,,,,,,,0.3639,,-0.0,,,0.052,-0.0329,0.0701,-0.25,-0.186,0.4102,,0.0006,,,,,,,,,,,,,,,,,,,0.0189,,,,-0.0,,,-0.0,,,,,,,,-0.0,,,0.0527,0.5621,,0.0352,0.5528,0.3164,,,0.0066,,,,,,,,,,,,,,
pair_1785_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,-0.0019,-0.0327,-0.0479,0.1826,0.1291,,,,,,,,,,,,,,,,,,,,,0.5719,,,,0.0312,0.2116,0.6595,,,-0.0,,,,,,,,,,,,,,,,,,-0.0148,,,,-0.0002,0.2132,0.2712,0.3639,,,0.1201,,-0.0002,,,,,,,,,,,,,,,,,,,-0.0295,,-0.0014,,,,,,,,,,,,,,,,0.1178,0.1107,-0.0002,-0.0013,0.0586,-0.1078,,-0.0014,-0.0254,,,,,,,,,,,,,,
pair_1792_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,-0.0077,0.5093,-0.0002,0.1563,-0.0419,,,,,,,,,,,,,,,,,-0.0156,,-0.4119,-0.0025,-0.0366,,,,0.038,-0.001,-0.0037,-0.0742,-0.1203,-0.2627,-0.0452,-0.3866,,,,,,,,,,,,,,-0.0014,,-0.1798,-0.0032,-0.0127,-0.0863,-0.0306,-0.1977,,-0.0109,-0.0088,-0.0066,0.5658,,0.2316,,,,,,,,,,,,,,,,,,,0.0062,,,,,,,,,,,,,,,,,,0.0096,0.0098,,,0.6577,0.7383,-0.0,-0.0,-0.0088,-0.0004,,,-0.0004,,,,,,,,,,
pair_1835_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4472,0.4225,,,,,,,,,,,,,,,,,,,0.0306,,0.0451,,,,0.1221,0.1793,0.1617,,-0.0113,0.1833,,,,,,,,,,,,,,,,,,-0.6059,-0.0564,-0.4556,-0.4641,-0.0756,-0.1893,,0.2023,-0.3275,-0.6052,-0.0234,,0.0375,,,,,,,,,,,,,,,,,,,,,,,0.0066,,,,,,,,,,,,,,-0.0014,0.0182,,,0.4466,0.1454,,,,,,,,,,,,,,,,,
pair_1847_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0594,,,0.1269,0.3906,0.1225,,0.8556,,,,,,,,,,,,,,,,,,,0.8556,0.81,0.8672,,,,,-0.0002,-0.0427,0.4084,0.3108,0.5013,,0.3906,,,,,,,,,,,,,,,,-0.0063,,,-0.0,-0.0375,-0.1502,-0.0002,-0.0113,,,-0.2889,-0.0,0.8847,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0004,-0.0316,,,0.7573,0.7492,,,,,,,,,,,,,,,,,
pair_1914_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0127,,,-0.0047,0.0025,0.2256,0.143,0.2256,,,-0.0,,,,,,,,,,,,,,-0.0416,,0.3975,,0.0077,,,,0.0164,-0.0956,0.1139,,,0.3025,,-0.0077,,,,,,,,,,,,,,-0.0047,,-0.1783,,,,,-0.1341,-0.1498,0.0354,-0.1858,-0.1702,0.0607,,0.3158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0056,,,,0.6424,0.0006,,,0.0,,,,,,,,,,,,,,
pair_1922_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,0.0141,0.0264,,,,,,,,,,,,,,,,,0.2082,,0.3525,,0.2991,,,,0.0039,0.5671,0.1941,,0.0,0.6104,,0.0,,,,,,,,,,,,,,0.2787,,0.0975,,,,,-0.1646,,-0.0019,,,0.416,,,,-0.001,,,,,,,,,,,,,,,,,0.3976,,,,,,,,,,,,,,,,,-0.0,0.403,0.6398,-0.0,-0.0004,0.5297,0.0223,,,-0.0077,-0.0088,,,,,,,,,,,,,
pair_1938_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,0.2256,,0.3129,0.2311,,,,,,,,,,,,,,,,,-0.4205,,-0.4635,,-0.0088,,,,0.0266,-0.0141,-0.0002,-0.0422,-0.0002,-0.2855,,-0.2627,,,,,,,,,,,,,,,,-0.2168,,,,,-0.0627,-0.0,0.058,-0.0014,-0.0014,0.1966,,-0.5166,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,-0.0594,0.3635,,,0.7167,0.0172,,,0.0,,,,,,,,,,,,,,
pair_1961_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0113,,,,,,,,,,,,,,,,,-0.0863,,0.2434,,0.591,,,,0.4265,0.4167,0.6157,-0.0039,0.3562,0.308,-0.0002,-0.068,,,,,,,,,,,,,,-0.0032,-0.0002,0.2231,-0.0004,-0.0002,-0.0306,-0.0156,0.3793,-0.0002,0.0,-0.0066,-0.0066,0.2888,,-0.0791,,,,,,,,,,,,,,,,,,,,,,,0.0004,,,,,,,,,,,-0.0014,,,-0.0172,0.1282,,,0.3705,0.5897,,,,,,,,,,,,,,,,,
pair_0008_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009,0.3037,0.0653,,,,,,,,,,,,,,,,,-0.0244,,0.1707,-0.0,0.0838,-0.001,,-0.0002,0.1758,0.0275,0.5794,0.0544,-0.0967,-0.1265,,-0.1454,,,,,,,,,,,,,,,,-0.2025,,-0.0014,-0.0625,-0.1083,-0.1257,-0.2471,-0.1586,-0.0,,-0.4812,,-0.0025,,,,,,,,,,,,,,,,,,,-0.0006,,-0.0,,-0.0026,,,,,,-0.0,,,,,-0.0239,,,0.2344,0.0444,,-0.0,0.2781,0.0469,,,,,,,,,,,,,,,,,
pair_0393_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,,,,,0.0977,,,-0.0,0.0144,-0.076,0.2591,,,,,,,,,,,,,,,,,,,,,-0.0019,,,,,-0.1723,-0.4892,0.0992,-0.0006,,-0.04,,,,,,,,,,,,,,,,,,,,,-0.0002,,,,,,-0.0004,,,,,,,-0.001,-0.2531,-0.0846,,,0.29,0.5259,,-0.0006,0.623,0.3051,,,,,,,,,,,,,,,,,
pair_0482_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0569,,0.275,-0.0047,,,,,,,,,,,,,,,,,,,,,-0.0123,,,,0.0949,0.0271,0.2277,-0.0002,-0.0211,-0.0053,-0.0,,,,,,,,,,,,,,,0.0809,-0.0,0.0432,-0.0158,-0.0197,-0.0159,-0.0039,0.097,-0.0156,-0.0508,-0.0264,,-0.0853,,0.2788,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,-0.0,,,,,,,,-0.0002,,,-0.0019,0.0684,,,0.3966,0.1624,,,,,,,,,,,,,,,,,
pair_0482_nb,False Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2133,-0.001,0.2651,,,,,,,,,,,,,,,,,,,,,,-0.0014,-0.0,,-0.0,0.1391,-0.0055,-0.0028,,-0.0002,-0.04,-0.0,-0.0002,,,,,,,,,,,,,,,,-0.2316,,-0.0006,-0.0066,-0.0025,-0.2888,-0.2953,0.066,,,-0.6322,,-0.0506,,,,,,,,,,,,,,,,,,,,,,,-0.0032,,-0.0075,-0.0299,-0.0002,-0.0002,-0.0872,,,,-0.0,-0.0184,,,0.3241,0.1695,,-0.0208,0.3258,-0.0,,,,,,,,,,,,,,,,,
pair_1331_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0863,0.8789,0.5075,0.0827,,,,,,,,,,,,,,,,,,,,,0.1502,,,,0.0475,-0.0288,0.0509,,0.0,0.0527,-0.0003,0.01,,,,,,,,,,,,,,0.0,,0.4941,0.0398,0.015,-0.0,,-0.0257,,0.0277,0.1444,-0.0217,0.3189,,0.0019,,,,,,,,,,,,,,,,,,,,,,,-0.0708,-0.0006,,-0.0019,,,,,,,,-0.0,,,-0.0113,-0.0145,,,0.3796,,,,,,,,,,,,,,,,,,
pair_1931_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,-0.0002,,,,-0.0077,0.1106,0.2052,-0.0425,-0.0425,,,,,,,,,,,,,,,,,,,0.0127,,,-0.0,0.128,,0.3068,0.5225,-0.0039,,,,0.5532,,,,,,,,,,,,,,,,,,,,,,,0.0752,-0.0146,-0.0066,-0.0411,-0.0006,-0.0,-0.2707,-0.0002,,,-0.0452,-0.0518,,-0.0,0.2494,0.4813,,-0.0002,0.4113,0.2889,,,,,,,,,,,,,,,,,
pair_0065_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,-0.0479,,,,-0.058,-0.0025,0.135,0.3161,,,,,,,,,,,,,,,,,-0.3923,,-0.0962,-0.0,0.0053,,,,0.0863,-0.0101,0.2447,,-0.0004,-0.0889,,-0.3829,,,,,,,,,,,,,,-0.3191,,-0.294,,,,,-0.3765,-0.0731,-0.2171,-0.0329,-0.0244,-0.2531,-0.0,-0.0656,,,,,,,,,,,,,,,,,,,,,-0.001,-0.0,-0.0056,,,,,,,,,,,,,,-0.0014,-0.0083,,,0.1739,0.0656,,,0.484,0.0006,,,,,,,,,,,,,
pair_0947_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4219,-0.1335,-0.0424,0.0023,,,,,,,,,,,,,,,,,-0.0,,0.4307,,0.0339,-0.0004,,,0.1121,-0.0137,0.4448,0.0049,-0.1702,-0.0217,,0.0506,,,,,,,,,,,,,,,,-0.4144,,-0.0056,-0.3379,-0.3378,-0.1913,-0.8044,-0.2749,,,-0.8907,,0.4816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0006,,,-0.007,0.1417,,,0.5191,0.0198,,-0.0,-0.0066,,,,,,,,,,,,,,
pair_0948_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3675,0.0172,,,,,,,,,,,,,,,,,0.0375,,0.165,,0.1157,,,,0.0159,-0.064,0.2166,-0.0004,-0.0028,0.082,,0.2197,,,,,,,,,,,,,,,,0.1023,,-0.0329,-0.0452,-0.0,0.1227,-0.5347,-0.1952,,,-0.0352,,0.7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0106,0.4854,,,0.6045,0.4813,,,0.0006,,,,,,,,,,,,,,
pair_1413_low_pkt,Low Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1383,0.0055,,,,,,,,,,,,,,,,,,,-0.0004,,0.0975,,,,0.075,0.1275,0.4582,,-0.0002,0.0013,,,,,,,,,,,,,,,,,,-0.0564,,,,-0.0088,0.0773,-0.1,-0.0482,-0.0929,-0.0198,-0.4389,,,,,,,,,,,,,,,,,,,,,-0.0039,,,,-0.0032,-0.0002,-0.0032,-0.0126,,,-0.0244,,,,-0.0025,-0.2074,-0.001,-0.0002,-0.075,-0.0457,,,0.457,-0.0093,,,,,,,,,,,,,,,,,
