residue,R,leg,water_O_idx,acceptor_atom,mean_dist_A,std_dist_A,strong,stable,mechanistic
THR124,-0.7733,water_H → LCA,6503,O,4.382,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20828,O,4.382,0.0,False,True,False
THR124,-0.7733,water_H → protein,13178,N,4.383,0.0,False,True,False
THR124,-0.7733,water_H → protein,18701,OG1,4.383,0.0,False,True,False
THR124,-0.7733,water_H → protein,25157,O,4.384,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16082,O,4.386,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21998,O,4.387,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27455,O,4.388,0.0,False,True,False
THR124,-0.7733,water_H → protein,24752,O,4.389,0.0,False,True,False
THR124,-0.7733,water_H → protein,7553,OG1,4.39,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20648,O,4.39,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19124,O,4.391,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25142,O,4.392,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18035,O,4.393,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20864,O,4.393,0.0,False,True,False
THR124,-0.7733,water_H → protein,26624,N,4.394,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5288,O,4.395,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25196,O,4.395,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14591,O,4.396,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12278,O,4.4,0.0,False,True,False
THR124,-0.7733,water_H → protein,26384,N,4.4,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25142,O,4.401,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16043,O,4.403,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28493,O,4.403,0.0,False,True,False
THR124,-0.7733,water_H → protein,18542,OG1,4.405,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23690,O,4.405,0.1466,False,True,False
THR124,-0.7733,water_H → protein,23975,O,4.405,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24335,O,4.405,0.0,False,True,False
THR124,-0.7733,water_H → protein,8285,N,4.407,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10691,O,4.41,0.0,False,True,False
THR124,-0.7733,water_H → protein,16277,O,4.411,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14591,O,4.412,0.0,False,True,False
THR124,-0.7733,water_H → protein,13619,OG1,4.413,0.0,False,True,False
THR124,-0.7733,water_H → protein,18701,OG1,4.413,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25232,O,4.414,0.1969,False,True,False
THR124,-0.7733,water_H → protein,14852,N,4.416,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8519,O,4.417,0.0,False,True,False
THR124,-0.7733,water_H → protein,13145,OG1,4.417,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5390,O,4.419,0.0,False,True,False
THR124,-0.7733,water_H → protein,20783,OG1,4.419,0.0,False,True,False
THR124,-0.7733,water_H → protein,4580,OG1,4.42,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11651,O,4.42,0.0,False,True,False
THR124,-0.7733,water_H → protein,12551,N,4.42,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13619,O,4.421,0.0,False,True,False
THR124,-0.7733,water_H → protein,3818,N,4.424,0.0,False,True,False
THR124,-0.7733,water_H → protein,7307,N,4.424,0.0,False,True,False
THR124,-0.7733,water_H → protein,20117,OG1,4.424,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13397,O,4.425,0.0,False,True,False
THR124,-0.7733,water_H → LCA,15110,O,4.425,0.0,False,True,False
THR124,-0.7733,water_H → protein,22304,N,4.426,0.0,False,True,False
THR124,-0.7733,water_H → protein,28802,OG1,4.429,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3818,O,4.431,0.0,False,True,False
THR124,-0.7733,water_H → protein,22013,N,4.431,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26282,O,4.431,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24011,O,4.434,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19622,O,4.436,0.0,False,True,False
THR124,-0.7733,water_H → LCA,15641,O,4.437,0.0,False,True,False
THR124,-0.7733,water_H → protein,15365,O,4.438,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25286,O,4.439,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28019,O,4.441,0.0,False,True,False
THR124,-0.7733,water_H → protein,4157,N,4.442,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6440,O,4.442,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16388,O,4.442,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7820,O,4.443,0.0,False,True,False
THR124,-0.7733,water_H → protein,15161,OG1,4.443,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8846,O,4.445,0.0,False,True,False
THR124,-0.7733,water_H → protein,8111,N,4.447,0.0,False,True,False
THR124,-0.7733,water_H → protein,9857,N,4.449,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14111,O,4.449,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16211,O,4.449,0.0,False,True,False
THR124,-0.7733,water_H → protein,17420,OG1,4.449,0.0,False,True,False
THR124,-0.7733,water_H → protein,4304,N,4.45,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12077,O,4.45,0.3017,False,True,False
THR124,-0.7733,water_H → LCA,7802,O,4.451,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11027,O,4.453,0.0,False,True,False
THR124,-0.7733,water_H → protein,12845,O,4.453,0.0,False,True,False
THR124,-0.7733,water_H → protein,18035,N,4.454,0.0,False,True,False
THR124,-0.7733,water_H → protein,23690,OG1,4.454,0.1055,False,True,False
THR124,-0.7733,water_H → LCA,16466,O,4.455,0.0,False,True,False
THR124,-0.7733,water_H → protein,23804,N,4.455,0.0,False,True,False
THR124,-0.7733,water_H → protein,21557,N,4.456,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12209,O,4.458,0.0,False,True,False
THR124,-0.7733,water_H → protein,6503,OG1,4.459,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21971,O,4.459,0.0,False,True,False
THR124,-0.7733,water_H → protein,3908,N,4.461,0.0,False,True,False
THR124,-0.7733,water_H → protein,17321,O,4.461,0.0,False,True,False
THR124,-0.7733,water_H → protein,25418,N,4.462,0.0,False,True,False
THR124,-0.7733,water_H → protein,25760,O,4.462,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16949,O,4.463,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23240,O,4.464,0.0,False,True,False
THR124,-0.7733,water_H → protein,8426,OG1,4.465,0.0,False,True,False
THR124,-0.7733,water_H → protein,7799,OG1,4.466,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12209,O,4.466,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8240,O,4.468,0.0,False,True,False
THR124,-0.7733,water_H → protein,11981,N,4.469,0.0,False,True,False
THR124,-0.7733,water_H → protein,19610,N,4.469,0.0,False,True,False
THR124,-0.7733,water_H → protein,27281,O,4.473,0.0,False,True,False
THR124,-0.7733,water_H → protein,20594,OG1,4.477,0.0,False,True,False
THR124,-0.7733,water_H → protein,28349,OG1,4.477,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25892,O,4.479,0.0,False,True,False
THR124,-0.7733,water_H → protein,18848,N,4.481,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3818,O,4.482,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20783,O,4.482,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7649,O,4.483,0.0,False,True,False
THR124,-0.7733,water_H → protein,18629,N,4.483,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24932,O,4.483,0.0,False,True,False
THR124,-0.7733,water_H → protein,27683,N,4.483,0.0,False,True,False
THR124,-0.7733,water_H → protein,25625,OG1,4.486,0.0,False,True,False
THR124,-0.7733,water_H → protein,12686,OG1,4.487,0.0,False,True,False
THR124,-0.7733,water_H → protein,17462,N,4.487,0.0,False,True,False
THR124,-0.7733,water_H → protein,18290,OG1,4.487,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20117,O,4.487,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10835,O,4.489,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21329,O,4.49,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11060,O,4.491,0.0,False,True,False
THR124,-0.7733,water_H → protein,12260,N,4.491,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27770,O,4.491,0.0,False,True,False
THR124,-0.7733,water_H → protein,9125,N,4.498,0.0,False,True,False
THR124,-0.7733,water_H → protein,11171,N,4.498,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18659,O,4.501,0.0,False,True,False
THR124,-0.7733,water_H → protein,9167,O,4.503,0.0,False,True,False
THR124,-0.7733,water_H → protein,5630,OG1,4.504,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20414,O,4.504,0.0,False,True,False
THR124,-0.7733,water_H → protein,25220,N,4.504,0.0,False,True,False
THR124,-0.7733,water_H → protein,5990,OG1,4.505,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10442,O,4.505,0.0,False,True,False
THR124,-0.7733,water_H → protein,8309,OG1,4.51,0.2133,False,True,False
THR124,-0.7733,water_H → LCA,9524,O,4.51,0.0,False,True,False
THR124,-0.7733,water_H → protein,27746,N,4.51,0.0,False,True,False
THR124,-0.7733,water_H → protein,12893,N,4.511,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22247,O,4.511,0.0,False,True,False
THR124,-0.7733,water_H → protein,11027,O,4.512,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7382,O,4.513,0.0,False,True,False
THR124,-0.7733,water_H → protein,8039,OG1,4.513,0.0,False,True,False
THR124,-0.7733,water_H → protein,3908,N,4.515,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13145,O,4.516,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25217,O,4.516,0.0,False,True,False
THR124,-0.7733,water_H → protein,27884,N,4.517,0.0,False,True,False
THR124,-0.7733,water_H → protein,15926,OG1,4.518,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23804,O,4.518,0.0,False,True,False
THR124,-0.7733,water_H → protein,25625,OG1,4.518,0.0,False,True,False
THR124,-0.7733,water_H → protein,18410,N,4.521,0.0,False,True,False
THR124,-0.7733,water_H → protein,6851,O,4.523,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11093,O,4.524,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12893,O,4.525,0.0,False,True,False
THR124,-0.7733,water_H → protein,24824,N,4.525,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19820,O,4.526,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11462,O,4.527,0.0,False,True,False
THR124,-0.7733,water_H → protein,9524,N,4.529,0.0,False,True,False
THR124,-0.7733,water_H → protein,3338,OG1,4.531,0.0546,False,True,False
THR124,-0.7733,water_H → LCA,23882,O,4.532,0.0,False,True,False
THR124,-0.7733,water_H → protein,27449,N,4.533,0.0,False,True,False
THR124,-0.7733,water_H → protein,6710,O,4.534,0.0,False,True,False
THR124,-0.7733,water_H → protein,10430,OG1,4.534,0.0,False,True,False
THR124,-0.7733,water_H → protein,28253,OG1,4.534,0.0,False,True,False
THR124,-0.7733,water_H → protein,8966,OG1,4.535,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26432,O,4.535,0.0,False,True,False
THR124,-0.7733,water_H → protein,29384,N,4.535,0.0,False,True,False
THR124,-0.7733,water_H → protein,20789,O,4.536,0.0,False,True,False
THR124,-0.7733,water_H → protein,24335,O,4.536,0.0,False,True,False
THR124,-0.7733,water_H → protein,23540,O,4.537,0.0,False,True,False
THR124,-0.7733,water_H → LCA,29408,O,4.537,0.0,False,True,False
THR124,-0.7733,water_H → protein,10430,OG1,4.538,0.0,False,True,False
THR124,-0.7733,water_H → protein,11651,N,4.539,0.0,False,True,False
THR124,-0.7733,water_H → protein,8966,N,4.544,0.0,False,True,False
THR124,-0.7733,water_H → protein,28781,OG1,4.544,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28475,O,4.545,0.0,False,True,False
THR124,-0.7733,water_H → protein,9125,O,4.546,0.0,False,True,False
THR124,-0.7733,water_H → protein,13619,OG1,4.548,0.0,False,True,False
THR124,-0.7733,water_H → protein,15365,N,4.548,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3899,O,4.549,0.0,False,True,False
THR124,-0.7733,water_H → protein,21848,N,4.549,0.0,False,True,False
THR124,-0.7733,water_H → protein,28544,N,4.549,0.0,False,True,False
THR124,-0.7733,water_H → protein,5087,O,4.55,0.0,False,True,False
THR124,-0.7733,water_H → protein,10163,OG1,4.553,0.0,False,True,False
THR124,-0.7733,water_H → LCA,15365,O,4.555,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22466,O,4.555,0.0,False,True,False
THR124,-0.7733,water_H → protein,24296,OG1,4.555,0.0,False,True,False
THR124,-0.7733,water_H → protein,15641,N,4.557,0.0,False,True,False
THR124,-0.7733,water_H → protein,26828,N,4.557,0.0,False,True,False
THR124,-0.7733,water_H → protein,3758,O,4.558,0.0,False,True,False
THR124,-0.7733,water_H → protein,10019,OG1,4.558,0.0,False,True,False
THR124,-0.7733,water_H → protein,22736,N,4.558,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8663,O,4.559,0.0,False,True,False
THR124,-0.7733,water_H → protein,5630,OG1,4.561,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28658,O,4.561,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19622,O,4.562,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5795,O,4.563,0.0,False,True,False
THR124,-0.7733,water_H → protein,12845,N,4.563,0.0,False,True,False
THR124,-0.7733,water_H → protein,8261,N,4.564,0.0,False,True,False
THR124,-0.7733,water_H → LCA,5510,O,4.567,0.0,False,True,False
THR124,-0.7733,water_H → protein,19367,OG1,4.567,0.0,False,True,False
THR124,-0.7733,water_H → protein,26714,N,4.569,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20573,O,4.573,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26069,O,4.574,0.0,False,True,False
THR124,-0.7733,water_H → protein,8846,O,4.575,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13178,O,4.576,0.0,False,True,False
THR124,-0.7733,water_H → protein,5477,N,4.583,0.0,False,True,False
THR124,-0.7733,water_H → protein,9296,O,4.584,0.0,False,True,False
THR124,-0.7733,water_H → protein,11651,N,4.584,0.0,False,True,False
THR124,-0.7733,water_H → protein,18764,OG1,4.585,0.0,False,True,False
THR124,-0.7733,water_H → protein,28808,N,4.585,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27746,O,4.586,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7649,O,4.587,0.0,False,True,False
THR124,-0.7733,water_H → protein,9362,N,4.589,0.0,False,True,False
THR124,-0.7733,water_H → protein,17426,N,4.589,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25193,O,4.589,0.3646,False,True,False
THR124,-0.7733,water_H → protein,20138,N,4.591,0.0,False,True,False
THR124,-0.7733,water_H → protein,27506,N,4.592,0.0,False,True,False
THR124,-0.7733,water_H → protein,18581,N,4.593,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18761,O,4.593,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9833,O,4.595,0.362,False,True,False
THR124,-0.7733,water_H → LCA,11981,O,4.596,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12587,O,4.596,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27236,O,4.596,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9833,O,4.598,0.3406,False,True,False
THR124,-0.7733,water_H → LCA,19439,O,4.598,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7592,O,4.599,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10442,O,4.599,0.0,False,True,False
THR124,-0.7733,water_H → protein,6059,OG1,4.602,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3521,O,4.604,0.0,False,True,False
THR124,-0.7733,water_H → protein,18290,OG1,4.605,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18659,O,4.605,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26585,O,4.608,0.4433,False,True,False
THR124,-0.7733,water_H → LCA,15365,O,4.609,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25862,O,4.609,0.4303,False,True,False
THR124,-0.7733,water_H → LCA,19565,O,4.61,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10175,O,4.611,0.0,False,True,False
THR124,-0.7733,water_H → protein,16718,OG1,4.611,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20828,O,4.611,0.0,False,True,False
THR124,-0.7733,water_H → protein,10019,OG1,4.612,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8936,O,4.613,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21770,O,4.613,0.0,False,True,False
THR124,-0.7733,water_H → protein,24752,O,4.614,0.0,False,True,False
THR124,-0.7733,water_H → protein,13088,N,4.616,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17069,O,4.616,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20840,O,4.616,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3287,O,4.618,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11462,O,4.619,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9551,O,4.622,0.0,False,True,False
THR124,-0.7733,water_H → protein,19148,O,4.622,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22082,O,4.622,0.0,False,True,False
THR124,-0.7733,water_H → protein,9296,O,4.623,0.0,False,True,False
THR124,-0.7733,water_H → LCA,13031,O,4.623,0.0,False,True,False
THR124,-0.7733,water_H → protein,25907,OG1,4.623,0.0,False,True,False
THR124,-0.7733,water_H → LCA,4901,O,4.625,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12845,O,4.63,0.0,False,True,False
THR124,-0.7733,water_H → protein,28808,OG1,4.63,0.0,False,True,False
THR124,-0.7733,water_H → protein,15161,OG1,4.632,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16316,O,4.632,0.0,False,True,False
THR124,-0.7733,water_H → protein,14591,N,4.634,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7307,O,4.635,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9857,O,4.635,0.0,False,True,False
THR124,-0.7733,water_H → protein,17804,N,4.636,0.0,False,True,False
THR124,-0.7733,water_H → protein,25004,O,4.638,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25256,O,4.64,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23882,O,4.641,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9125,O,4.643,0.0,False,True,False
THR124,-0.7733,water_H → protein,9845,OG1,4.643,0.0,False,True,False
THR124,-0.7733,water_H → protein,20573,O,4.643,0.0,False,True,False
THR124,-0.7733,water_H → protein,16277,N,4.644,0.0,False,True,False
THR124,-0.7733,water_H → protein,17321,N,4.645,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18941,O,4.646,0.0,False,True,False
THR124,-0.7733,water_H → protein,21395,O,4.646,0.0,False,True,False
THR124,-0.7733,water_H → protein,13397,N,4.648,0.0,False,True,False
THR124,-0.7733,water_H → protein,17069,N,4.649,0.0,False,True,False
THR124,-0.7733,water_H → protein,17420,OG1,4.649,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10727,O,4.65,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16949,O,4.652,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25862,O,4.652,0.2249,False,True,False
THR124,-0.7733,water_H → protein,11495,O,4.653,0.0,False,True,False
THR124,-0.7733,water_H → protein,16355,N,4.655,0.0,False,True,False
THR124,-0.7733,water_H → LCA,3941,O,4.657,0.0203,False,True,False
THR124,-0.7733,water_H → protein,7649,OG1,4.658,0.0,False,True,False
THR124,-0.7733,water_H → protein,16949,O,4.658,0.0,False,True,False
THR124,-0.7733,water_H → protein,25265,N,4.658,0.0,False,True,False
THR124,-0.7733,water_H → LCA,29537,O,4.658,0.0,False,True,False
THR124,-0.7733,water_H → LCA,18035,O,4.66,0.0,False,True,False
THR124,-0.7733,water_H → protein,3434,N,4.663,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24752,O,4.663,0.0,False,True,False
THR124,-0.7733,water_H → protein,28658,N,4.663,0.0,False,True,False
THR124,-0.7733,water_H → protein,11840,N,4.667,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10799,O,4.668,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19721,O,4.668,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27455,O,4.668,0.0,False,True,False
THR124,-0.7733,water_H → protein,14669,N,4.669,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27770,O,4.669,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9383,O,4.671,0.0,False,True,False
THR124,-0.7733,water_H → protein,14852,OG1,4.671,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9167,O,4.673,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19772,O,4.673,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27407,O,4.673,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28544,O,4.673,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11402,O,4.674,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20783,O,4.674,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25709,O,4.674,0.0,False,True,False
THR124,-0.7733,water_H → protein,10442,N,4.675,0.0,False,True,False
THR124,-0.7733,water_H → LCA,23540,O,4.676,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12251,O,4.677,0.0,False,True,False
THR124,-0.7733,water_H → protein,16949,O,4.678,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22595,O,4.679,0.0,False,True,False
THR124,-0.7733,water_H → protein,26120,N,4.681,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25142,O,4.682,0.0,False,True,False
THR124,-0.7733,water_H → protein,27359,OG1,4.683,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10574,O,4.684,0.0,False,True,False
THR124,-0.7733,water_H → protein,4874,OG1,4.687,0.0,False,True,False
THR124,-0.7733,water_H → protein,14258,N,4.687,0.0,False,True,False
THR124,-0.7733,water_H → LCA,10730,O,4.688,0.0,False,True,False
THR124,-0.7733,water_H → protein,3521,N,4.69,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8777,O,4.69,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6059,O,4.691,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14795,O,4.692,0.0,False,True,False
THR124,-0.7733,water_H → LCA,6710,O,4.695,0.0,False,True,False
THR124,-0.7733,water_H → protein,18314,O,4.7,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24824,O,4.7,0.0,False,True,False
THR124,-0.7733,water_H → protein,5795,O,4.701,0.0,False,True,False
THR124,-0.7733,water_H → protein,13688,OG1,4.702,0.0,False,True,False
THR124,-0.7733,water_H → protein,20573,O,4.704,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19193,O,4.706,0.0,False,True,False
THR124,-0.7733,water_H → protein,6158,N,4.708,0.0,False,True,False
THR124,-0.7733,water_H → protein,9524,O,4.709,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19601,O,4.709,0.3679,False,True,False
THR124,-0.7733,water_H → LCA,15161,O,4.711,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19721,O,4.712,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25418,O,4.712,0.0,False,True,False
THR124,-0.7733,water_H → protein,24329,OG1,4.715,0.0,False,True,False
THR124,-0.7733,water_H → LCA,16883,O,4.716,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25856,O,4.72,0.3184,False,True,False
THR124,-0.7733,water_H → protein,27929,OG1,4.72,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12812,O,4.721,0.0,False,True,False
THR124,-0.7733,water_H → LCA,21395,O,4.721,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11495,O,4.723,0.0,False,True,False
THR124,-0.7733,water_H → protein,25142,N,4.723,0.0,False,True,False
THR124,-0.7733,water_H → protein,21947,N,4.724,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17420,O,4.729,0.0,False,True,False
THR124,-0.7733,water_H → protein,20840,O,4.729,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9524,O,4.731,0.0,False,True,False
THR124,-0.7733,water_H → protein,14669,N,4.731,0.0,False,True,False
THR124,-0.7733,water_H → protein,10415,N,4.734,0.0,False,True,False
THR124,-0.7733,water_H → protein,18542,N,4.734,0.0,False,True,False
THR124,-0.7733,water_H → LCA,28802,O,4.739,0.0,False,True,False
THR124,-0.7733,water_H → protein,25256,O,4.74,0.0,False,True,False
THR124,-0.7733,water_H → LCA,20144,O,4.741,0.0,False,True,False
THR124,-0.7733,water_H → protein,16904,N,4.743,0.0,False,True,False
THR124,-0.7733,water_H → protein,22031,N,4.744,0.0,False,True,False
THR124,-0.7733,water_H → LCA,27407,O,4.745,0.0,False,True,False
THR124,-0.7733,water_H → protein,4052,O,4.747,0.0,False,True,False
THR124,-0.7733,water_H → LCA,19412,O,4.748,0.0,False,True,False
THR124,-0.7733,water_H → protein,25256,N,4.752,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24932,O,4.754,0.0,False,True,False
THR124,-0.7733,water_H → protein,25796,N,4.758,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12953,O,4.759,0.0,False,True,False
THR124,-0.7733,water_H → LCA,22031,O,4.76,0.0,False,True,False
THR124,-0.7733,water_H → LCA,24272,O,4.76,0.0341,False,True,False
THR124,-0.7733,water_H → protein,19721,N,4.761,0.0,False,True,False
THR124,-0.7733,water_H → protein,7820,OG1,4.762,0.0,False,True,False
THR124,-0.7733,water_H → LCA,8936,O,4.763,0.0,False,True,False
THR124,-0.7733,water_H → LCA,26384,O,4.765,0.0,False,True,False
THR124,-0.7733,water_H → LCA,9563,O,4.766,0.2013,False,True,False
THR124,-0.7733,water_H → LCA,14258,O,4.766,0.0,False,True,False
THR124,-0.7733,water_H → LCA,12812,O,4.767,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25157,O,4.767,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7436,O,4.769,0.0,False,True,False
THR124,-0.7733,water_H → LCA,7790,O,4.769,0.0,False,True,False
THR124,-0.7733,water_H → protein,22595,OG1,4.769,0.0,False,True,False
THR124,-0.7733,water_H → LCA,25112,O,4.77,0.0,False,True,False
THR124,-0.7733,water_H → protein,28460,N,4.77,0.0,False,True,False
THR124,-0.7733,water_H → LCA,11735,O,4.773,0.0,False,True,False
THR124,-0.7733,water_H → LCA,17321,O,4.773,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14345,O,4.775,0.0,False,True,False
THR124,-0.7733,water_H → protein,16898,N,4.776,0.0,False,True,False
THR124,-0.7733,water_H → LCA,14111,O,4.778,0.0,False,True,False
THR124,-0.7733,water_H → protein,23882,OG1,4.778,0.0,False,True,False
THR124,-0.7733,water_H → protein,27236,N,4.78,0.0,False,True,False
THR124,-0.7733,water_H → protein,28460,N,4.78,0.0,False,True,False
THR124,-0.7733,water_H → protein,17927,OG1,4.781,0.0,False,True,False
THR124,-0.7733,water_H → protein,26546,N,4.783,0.0,False,True,False
THR124,-0.7733,water_H → protein,3026,OG1,4.784,0.0,False,True,False
